"id","province","district","urban_rural","age_group","gender","education_level","employed","health_insurance","income","stratum","psu","weight"
1755,"Prov1","Dist24","Urban","15-24","Female","Tertiary",1,1,246962,"Prov1_Urban","Prov1_Urban_3",103.035300315577
1756,"Prov8","Dist27","Rural","45-64","Male","Tertiary",1,0,111143,"Prov8_Rural","Prov8_Rural_19",98.3084531593788
1757,"Prov5","Dist1","Rural","15-24","Female","Primary",0,1,30581,"Prov5_Rural","Prov5_Rural_8",110.289452423252
1758,"Prov7","Dist14","Rural","45-64","Female","Tertiary",1,0,86859,"Prov7_Rural","Prov7_Rural_1",94.777534377427
1759,"Prov10","Dist2","Rural","65+","Male","Tertiary",0,1,52635,"Prov10_Rural","Prov10_Rural_10",93.3899526908694
1760,"Prov2","Dist30","Rural","45-64","Female","Secondary",0,0,40200,"Prov2_Rural","Prov2_Rural_4",104.857453934119
1761,"Prov1","Dist14","Rural","25-44","Male","None",1,0,70290,"Prov1_Rural","Prov1_Rural_17",139.103490345743
1762,"Prov1","Dist7","Rural","65+","Male","None",0,0,16318,"Prov1_Rural","Prov1_Rural_18",139.103490345743
1763,"Prov1","Dist6","Rural","25-44","Female","Secondary",0,0,19602,"Prov1_Rural","Prov1_Rural_6",139.103490345743
1764,"Prov9","Dist25","Urban","45-64","Female","Primary",1,1,22231,"Prov9_Urban","Prov9_Urban_15",80.6751578884808
1765,"Prov3","Dist28","Rural","0-14","Male","Tertiary",0,0,31584,"Prov3_Rural","Prov3_Rural_10",112.399215311118
1766,"Prov8","Dist6","Rural","15-24","Female","Primary",0,0,9395,"Prov8_Rural","Prov8_Rural_4",98.3084531593788
1767,"Prov6","Dist9","Rural","0-14","Male","None",0,0,10612,"Prov6_Rural","Prov6_Rural_7",115.536655419542
1768,"Prov1","Dist23","Rural","0-14","Male","Tertiary",0,0,60106,"Prov1_Rural","Prov1_Rural_6",139.103490345743
1769,"Prov9","Dist14","Rural","45-64","Female","Secondary",1,0,43350,"Prov9_Rural","Prov9_Rural_12",102.574445888518
1770,"Prov1","Dist8","Urban","15-24","Female","Tertiary",1,1,76754,"Prov1_Urban","Prov1_Urban_5",103.035300315577
1771,"Prov10","Dist22","Rural","15-24","Male","Secondary",1,0,34333,"Prov10_Rural","Prov10_Rural_3",93.3899526908694
1772,"Prov1","Dist11","Rural","45-64","Male","Secondary",0,0,20670,"Prov1_Rural","Prov1_Rural_5",139.103490345743
1773,"Prov3","Dist20","Rural","0-14","Female","Tertiary",1,1,48908,"Prov3_Rural","Prov3_Rural_15",112.399215311118
1774,"Prov4","Dist28","Urban","45-64","Female","Primary",0,0,15639,"Prov4_Urban","Prov4_Urban_19",125.766945545763
1775,"Prov9","Dist21","Rural","15-24","Female","Secondary",0,0,24383,"Prov9_Rural","Prov9_Rural_8",102.574445888518
1776,"Prov2","Dist27","Urban","0-14","Male","Primary",1,1,32634,"Prov2_Urban","Prov2_Urban_2",131.832986879423
1777,"Prov1","Dist16","Urban","65+","Male","Secondary",1,1,63475,"Prov1_Urban","Prov1_Urban_19",103.035300315577
1778,"Prov3","Dist16","Rural","65+","Female","Primary",0,0,30771,"Prov3_Rural","Prov3_Rural_11",112.399215311118
1779,"Prov2","Dist16","Rural","65+","Female","Secondary",0,0,59567,"Prov2_Rural","Prov2_Rural_15",104.857453934119
1780,"Prov2","Dist9","Rural","65+","Female","Secondary",0,0,33501,"Prov2_Rural","Prov2_Rural_9",104.857453934119
1781,"Prov1","Dist19","Rural","15-24","Male","Tertiary",1,0,58714,"Prov1_Rural","Prov1_Rural_8",139.103490345743
1782,"Prov8","Dist29","Rural","25-44","Female","None",0,0,15394,"Prov8_Rural","Prov8_Rural_14",98.3084531593788
1783,"Prov9","Dist15","Rural","25-44","Female","Secondary",1,0,30881,"Prov9_Rural","Prov9_Rural_6",102.574445888518
1784,"Prov5","Dist9","Urban","45-64","Male","Secondary",0,1,63962,"Prov5_Urban","Prov5_Urban_5",114.42922458093
1785,"Prov5","Dist20","Rural","25-44","Female","Tertiary",1,0,102559,"Prov5_Rural","Prov5_Rural_1",110.289452423252
1786,"Prov2","Dist2","Rural","15-24","Female","Tertiary",0,1,24927,"Prov2_Rural","Prov2_Rural_13",104.857453934119
1787,"Prov2","Dist1","Rural","65+","Male","Secondary",0,0,35020,"Prov2_Rural","Prov2_Rural_4",104.857453934119
1788,"Prov9","Dist2","Rural","0-14","Female","Primary",0,0,31171,"Prov9_Rural","Prov9_Rural_16",102.574445888518
1789,"Prov1","Dist21","Rural","25-44","Female","Tertiary",1,0,85765,"Prov1_Rural","Prov1_Rural_11",139.103490345743
1790,"Prov10","Dist23","Rural","45-64","Female","Secondary",1,0,46315,"Prov10_Rural","Prov10_Rural_2",93.3899526908694
1791,"Prov8","Dist4","Urban","65+","Female","Secondary",0,0,76551,"Prov8_Urban","Prov8_Urban_16",86.7516533136787
1792,"Prov1","Dist21","Urban","45-64","Male","Primary",0,0,35277,"Prov1_Urban","Prov1_Urban_18",103.035300315577
1793,"Prov1","Dist28","Urban","65+","Male","Secondary",0,0,51813,"Prov1_Urban","Prov1_Urban_16",103.035300315577
1794,"Prov9","Dist22","Rural","65+","Female","Primary",1,1,65958,"Prov9_Rural","Prov9_Rural_18",102.574445888518
1795,"Prov1","Dist3","Rural","45-64","Female","None",1,0,12241,"Prov1_Rural","Prov1_Rural_14",139.103490345743
1796,"Prov3","Dist17","Urban","0-14","Male","Secondary",0,1,47334,"Prov3_Urban","Prov3_Urban_5",95.0637042351494
1797,"Prov9","Dist8","Rural","0-14","Male","Secondary",1,1,30509,"Prov9_Rural","Prov9_Rural_8",102.574445888518
1798,"Prov1","Dist24","Rural","65+","Female","Secondary",0,1,23119,"Prov1_Rural","Prov1_Rural_9",139.103490345743
1799,"Prov2","Dist4","Urban","65+","Female","Secondary",0,0,173811,"Prov2_Urban","Prov2_Urban_6",131.832986879423
1800,"Prov6","Dist25","Rural","25-44","Female","Primary",1,1,60575,"Prov6_Rural","Prov6_Rural_7",115.536655419542
1801,"Prov6","Dist1","Rural","15-24","Male","Primary",0,0,26499,"Prov6_Rural","Prov6_Rural_8",115.536655419542
1802,"Prov9","Dist25","Urban","65+","Female","Secondary",0,0,27148,"Prov9_Urban","Prov9_Urban_19",80.6751578884808
1803,"Prov4","Dist20","Urban","0-14","Male","Secondary",1,1,59944,"Prov4_Urban","Prov4_Urban_13",125.766945545763
1804,"Prov5","Dist24","Rural","65+","Female","Tertiary",1,0,84800,"Prov5_Rural","Prov5_Rural_7",110.289452423252
1805,"Prov3","Dist19","Urban","65+","Female","Primary",0,1,22143,"Prov3_Urban","Prov3_Urban_10",95.0637042351494
1806,"Prov4","Dist2","Rural","15-24","Female","None",0,0,10345,"Prov4_Rural","Prov4_Rural_17",95.2025594827289
1807,"Prov3","Dist30","Rural","15-24","Male","Tertiary",1,1,33376,"Prov3_Rural","Prov3_Rural_17",112.399215311118
1808,"Prov6","Dist17","Rural","65+","Female","Secondary",0,0,35546,"Prov6_Rural","Prov6_Rural_7",115.536655419542
1809,"Prov7","Dist5","Rural","15-24","Female","Primary",1,1,55583,"Prov7_Rural","Prov7_Rural_11",94.777534377427
1810,"Prov7","Dist22","Rural","65+","Female","Tertiary",0,1,23650,"Prov7_Rural","Prov7_Rural_16",94.777534377427
1811,"Prov8","Dist24","Urban","25-44","Male","Secondary",0,0,65386,"Prov8_Urban","Prov8_Urban_20",86.7516533136787
1812,"Prov2","Dist1","Rural","0-14","Male","Primary",0,0,46520,"Prov2_Rural","Prov2_Rural_19",104.857453934119
1813,"Prov4","Dist15","Rural","15-24","Female","Secondary",0,0,19503,"Prov4_Rural","Prov4_Rural_18",95.2025594827289
1814,"Prov7","Dist11","Rural","0-14","Male","Secondary",0,0,54256,"Prov7_Rural","Prov7_Rural_2",94.777534377427
1815,"Prov5","Dist30","Urban","15-24","Female","Secondary",0,1,42599,"Prov5_Urban","Prov5_Urban_18",114.42922458093
1816,"Prov2","Dist4","Urban","0-14","Male","Primary",0,0,18853,"Prov2_Urban","Prov2_Urban_9",131.832986879423
1817,"Prov9","Dist29","Urban","0-14","Male","Secondary",1,1,101322,"Prov9_Urban","Prov9_Urban_10",80.6751578884808
1818,"Prov5","Dist10","Rural","25-44","Female","Tertiary",0,0,12940,"Prov5_Rural","Prov5_Rural_12",110.289452423252
1819,"Prov10","Dist29","Rural","15-24","Male","Secondary",0,0,27234,"Prov10_Rural","Prov10_Rural_1",93.3899526908694
1820,"Prov6","Dist15","Rural","25-44","Male","Primary",0,0,30425,"Prov6_Rural","Prov6_Rural_20",115.536655419542
1821,"Prov1","Dist19","Urban","65+","Female","Secondary",1,1,134546,"Prov1_Urban","Prov1_Urban_17",103.035300315577
1822,"Prov7","Dist10","Rural","45-64","Female","Primary",1,0,95650,"Prov7_Rural","Prov7_Rural_14",94.777534377427
1823,"Prov5","Dist24","Urban","45-64","Male","Primary",0,1,108543,"Prov5_Urban","Prov5_Urban_15",114.42922458093
1824,"Prov9","Dist21","Rural","45-64","Female","Secondary",0,1,7332,"Prov9_Rural","Prov9_Rural_9",102.574445888518
1825,"Prov9","Dist16","Rural","65+","Male","Primary",0,0,20147,"Prov9_Rural","Prov9_Rural_9",102.574445888518
1826,"Prov7","Dist11","Rural","25-44","Female","Tertiary",1,0,59979,"Prov7_Rural","Prov7_Rural_1",94.777534377427
1827,"Prov9","Dist1","Urban","45-64","Male","Primary",1,1,75494,"Prov9_Urban","Prov9_Urban_18",80.6751578884808
1828,"Prov3","Dist3","Rural","0-14","Female","Tertiary",1,1,75709,"Prov3_Rural","Prov3_Rural_11",112.399215311118
1829,"Prov1","Dist6","Rural","15-24","Male","Tertiary",1,0,14716,"Prov1_Rural","Prov1_Rural_13",139.103490345743
1830,"Prov6","Dist24","Urban","45-64","Female","Primary",1,1,62546,"Prov6_Urban","Prov6_Urban_7",106.840376940182
1831,"Prov4","Dist25","Rural","0-14","Female","None",0,0,16927,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
1832,"Prov4","Dist30","Rural","15-24","Female","Secondary",1,0,32868,"Prov4_Rural","Prov4_Rural_6",95.2025594827289
1833,"Prov2","Dist5","Urban","0-14","Male","Tertiary",0,1,36393,"Prov2_Urban","Prov2_Urban_20",131.832986879423
1834,"Prov6","Dist24","Rural","45-64","Male","Secondary",0,0,11171,"Prov6_Rural","Prov6_Rural_1",115.536655419542
1835,"Prov3","Dist4","Rural","45-64","Male","Secondary",0,0,34914,"Prov3_Rural","Prov3_Rural_6",112.399215311118
1836,"Prov2","Dist6","Rural","15-24","Male","Tertiary",1,1,31025,"Prov2_Rural","Prov2_Rural_4",104.857453934119
1837,"Prov9","Dist3","Urban","45-64","Female","Secondary",1,0,82537,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
1838,"Prov5","Dist16","Rural","25-44","Female","Primary",0,1,39798,"Prov5_Rural","Prov5_Rural_14",110.289452423252
1839,"Prov4","Dist26","Rural","65+","Male","Tertiary",0,0,23257,"Prov4_Rural","Prov4_Rural_18",95.2025594827289
1840,"Prov1","Dist29","Urban","25-44","Male","Primary",1,1,158881,"Prov1_Urban","Prov1_Urban_15",103.035300315577
1841,"Prov7","Dist9","Urban","25-44","Male","Secondary",1,1,94519,"Prov7_Urban","Prov7_Urban_14",77.4277643529747
1842,"Prov4","Dist16","Rural","45-64","Male","Secondary",0,0,28057,"Prov4_Rural","Prov4_Rural_4",95.2025594827289
1843,"Prov5","Dist1","Urban","15-24","Female","Primary",1,1,16308,"Prov5_Urban","Prov5_Urban_16",114.42922458093
1844,"Prov8","Dist13","Rural","15-24","Male","Secondary",0,0,26259,"Prov8_Rural","Prov8_Rural_8",98.3084531593788
1845,"Prov1","Dist17","Rural","15-24","Male","Primary",0,0,12371,"Prov1_Rural","Prov1_Rural_10",139.103490345743
1846,"Prov7","Dist7","Rural","65+","Male","Secondary",0,0,45919,"Prov7_Rural","Prov7_Rural_17",94.777534377427
1847,"Prov6","Dist28","Rural","65+","Male","Tertiary",0,1,44475,"Prov6_Rural","Prov6_Rural_13",115.536655419542
1848,"Prov6","Dist1","Rural","15-24","Female","Primary",0,0,11978,"Prov6_Rural","Prov6_Rural_1",115.536655419542
1849,"Prov9","Dist6","Rural","15-24","Male","Secondary",0,1,71625,"Prov9_Rural","Prov9_Rural_7",102.574445888518
1850,"Prov9","Dist8","Rural","45-64","Male","Secondary",1,1,141898,"Prov9_Rural","Prov9_Rural_15",102.574445888518
1851,"Prov4","Dist6","Rural","15-24","Female","Secondary",0,0,76102,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
1852,"Prov10","Dist1","Rural","45-64","Male","Tertiary",0,0,45563,"Prov10_Rural","Prov10_Rural_1",93.3899526908694
1853,"Prov2","Dist30","Urban","15-24","Male","None",0,0,31214,"Prov2_Urban","Prov2_Urban_9",131.832986879423
1854,"Prov2","Dist6","Rural","0-14","Female","Secondary",0,1,59321,"Prov2_Rural","Prov2_Rural_9",104.857453934119
1855,"Prov7","Dist6","Rural","25-44","Male","Secondary",0,0,38204,"Prov7_Rural","Prov7_Rural_4",94.777534377427
1856,"Prov6","Dist29","Rural","65+","Male","Primary",0,0,49206,"Prov6_Rural","Prov6_Rural_2",115.536655419542
1857,"Prov2","Dist30","Rural","45-64","Male","Tertiary",1,0,61876,"Prov2_Rural","Prov2_Rural_15",104.857453934119
1858,"Prov7","Dist23","Urban","25-44","Male","Secondary",0,1,100656,"Prov7_Urban","Prov7_Urban_7",77.4277643529747
1859,"Prov3","Dist8","Rural","65+","Male","None",0,0,4568,"Prov3_Rural","Prov3_Rural_8",112.399215311118
1860,"Prov4","Dist10","Urban","65+","Female","Secondary",0,0,33795,"Prov4_Urban","Prov4_Urban_20",125.766945545763
1861,"Prov8","Dist16","Urban","0-14","Male","Primary",0,1,69642,"Prov8_Urban","Prov8_Urban_20",86.7516533136787
1862,"Prov3","Dist11","Urban","15-24","Female","Primary",0,0,87530,"Prov3_Urban","Prov3_Urban_2",95.0637042351494
1863,"Prov7","Dist5","Rural","25-44","Male","Tertiary",1,0,38067,"Prov7_Rural","Prov7_Rural_8",94.777534377427
1864,"Prov8","Dist28","Urban","15-24","Male","Secondary",0,1,87241,"Prov8_Urban","Prov8_Urban_2",86.7516533136787
1865,"Prov10","Dist4","Rural","15-24","Female","Secondary",0,0,73083,"Prov10_Rural","Prov10_Rural_20",93.3899526908694
1866,"Prov1","Dist10","Rural","15-24","Female","Secondary",1,0,117373,"Prov1_Rural","Prov1_Rural_2",139.103490345743
1867,"Prov10","Dist4","Rural","0-14","Male","Secondary",0,0,32966,"Prov10_Rural","Prov10_Rural_4",93.3899526908694
1868,"Prov8","Dist17","Rural","45-64","Male","Secondary",0,0,46330,"Prov8_Rural","Prov8_Rural_14",98.3084531593788
1869,"Prov2","Dist12","Rural","15-24","Female","Secondary",0,0,13177,"Prov2_Rural","Prov2_Rural_18",104.857453934119
1870,"Prov10","Dist8","Rural","65+","Male","Primary",0,0,12853,"Prov10_Rural","Prov10_Rural_3",93.3899526908694
1871,"Prov2","Dist13","Rural","0-14","Male","Primary",0,0,21101,"Prov2_Rural","Prov2_Rural_18",104.857453934119
1872,"Prov2","Dist14","Rural","65+","Female","Primary",0,0,29697,"Prov2_Rural","Prov2_Rural_11",104.857453934119
1873,"Prov7","Dist9","Urban","0-14","Male","Secondary",0,1,72014,"Prov7_Urban","Prov7_Urban_8",77.4277643529747
1874,"Prov5","Dist22","Urban","65+","Male","Secondary",1,1,30471,"Prov5_Urban","Prov5_Urban_19",114.42922458093
1875,"Prov3","Dist1","Rural","65+","Male","Primary",0,0,43650,"Prov3_Rural","Prov3_Rural_14",112.399215311118
1876,"Prov10","Dist30","Rural","15-24","Male","Secondary",0,1,16411,"Prov10_Rural","Prov10_Rural_11",93.3899526908694
1877,"Prov3","Dist17","Rural","25-44","Male","Primary",0,0,26299,"Prov3_Rural","Prov3_Rural_13",112.399215311118
1878,"Prov6","Dist26","Urban","45-64","Female","Secondary",0,1,31489,"Prov6_Urban","Prov6_Urban_8",106.840376940182
1879,"Prov6","Dist17","Rural","15-24","Female","Secondary",0,0,71982,"Prov6_Rural","Prov6_Rural_1",115.536655419542
1880,"Prov8","Dist5","Rural","65+","Male","Tertiary",0,1,115928,"Prov8_Rural","Prov8_Rural_14",98.3084531593788
1881,"Prov9","Dist20","Rural","45-64","Female","Secondary",0,1,37740,"Prov9_Rural","Prov9_Rural_13",102.574445888518
1882,"Prov5","Dist26","Rural","65+","Male","Secondary",0,0,48386,"Prov5_Rural","Prov5_Rural_18",110.289452423252
1883,"Prov8","Dist16","Rural","15-24","Male","None",1,0,42696,"Prov8_Rural","Prov8_Rural_17",98.3084531593788
1884,"Prov7","Dist11","Urban","25-44","Male","None",1,1,81681,"Prov7_Urban","Prov7_Urban_15",77.4277643529747
1885,"Prov2","Dist16","Rural","45-64","Female","Secondary",0,0,30250,"Prov2_Rural","Prov2_Rural_2",104.857453934119
1886,"Prov10","Dist23","Rural","65+","Female","Secondary",0,0,8678,"Prov10_Rural","Prov10_Rural_12",93.3899526908694
1887,"Prov3","Dist19","Urban","0-14","Female","Secondary",1,0,46176,"Prov3_Urban","Prov3_Urban_6",95.0637042351494
1888,"Prov2","Dist18","Urban","45-64","Male","Secondary",0,0,15712,"Prov2_Urban","Prov2_Urban_16",131.832986879423
1889,"Prov6","Dist19","Rural","15-24","Male","Primary",1,0,165452,"Prov6_Rural","Prov6_Rural_15",115.536655419542
1890,"Prov2","Dist6","Rural","15-24","Female","Tertiary",1,0,23973,"Prov2_Rural","Prov2_Rural_2",104.857453934119
1891,"Prov9","Dist1","Rural","0-14","Male","Tertiary",0,0,16220,"Prov9_Rural","Prov9_Rural_3",102.574445888518
1892,"Prov2","Dist17","Urban","25-44","Female","Primary",1,1,91039,"Prov2_Urban","Prov2_Urban_4",131.832986879423
1893,"Prov9","Dist5","Urban","45-64","Female","Primary",0,1,71928,"Prov9_Urban","Prov9_Urban_20",80.6751578884808
1894,"Prov2","Dist8","Rural","45-64","Male","Primary",0,0,10563,"Prov2_Rural","Prov2_Rural_1",104.857453934119
1895,"Prov1","Dist2","Urban","0-14","Male","Secondary",0,0,25179,"Prov1_Urban","Prov1_Urban_7",103.035300315577
1896,"Prov2","Dist7","Rural","25-44","Female","Secondary",1,1,44194,"Prov2_Rural","Prov2_Rural_15",104.857453934119
1897,"Prov4","Dist11","Urban","25-44","Male","Tertiary",1,0,76878,"Prov4_Urban","Prov4_Urban_9",125.766945545763
1898,"Prov3","Dist15","Rural","25-44","Female","Secondary",0,0,29589,"Prov3_Rural","Prov3_Rural_15",112.399215311118
1899,"Prov2","Dist10","Urban","65+","Male","Secondary",0,1,100809,"Prov2_Urban","Prov2_Urban_18",131.832986879423
1900,"Prov7","Dist16","Rural","25-44","Female","Tertiary",1,0,77803,"Prov7_Rural","Prov7_Rural_18",94.777534377427
1901,"Prov1","Dist15","Rural","15-24","Male","Secondary",1,1,23591,"Prov1_Rural","Prov1_Rural_10",139.103490345743
1902,"Prov9","Dist25","Rural","0-14","Male","Primary",1,1,45269,"Prov9_Rural","Prov9_Rural_16",102.574445888518
1903,"Prov9","Dist1","Rural","65+","Female","Primary",0,0,22474,"Prov9_Rural","Prov9_Rural_20",102.574445888518
1904,"Prov10","Dist7","Urban","0-14","Male","Secondary",0,1,77445,"Prov10_Urban","Prov10_Urban_2",95.3933680941479
1905,"Prov7","Dist5","Urban","25-44","Female","Secondary",0,1,24974,"Prov7_Urban","Prov7_Urban_2",77.4277643529747
1906,"Prov6","Dist20","Rural","45-64","Female","Primary",1,0,18157,"Prov6_Rural","Prov6_Rural_1",115.536655419542
1907,"Prov10","Dist28","Urban","45-64","Male","Secondary",0,0,21479,"Prov10_Urban","Prov10_Urban_2",95.3933680941479
1908,"Prov1","Dist11","Rural","65+","Female","Secondary",1,1,29510,"Prov1_Rural","Prov1_Rural_1",139.103490345743
1909,"Prov10","Dist8","Urban","45-64","Male","None",0,0,68266,"Prov10_Urban","Prov10_Urban_6",95.3933680941479
1910,"Prov9","Dist23","Rural","15-24","Female","None",1,0,22397,"Prov9_Rural","Prov9_Rural_9",102.574445888518
1911,"Prov4","Dist18","Rural","0-14","Male","Secondary",0,0,23989,"Prov4_Rural","Prov4_Rural_20",95.2025594827289
1912,"Prov5","Dist26","Rural","25-44","Male","Primary",0,0,11031,"Prov5_Rural","Prov5_Rural_16",110.289452423252
1913,"Prov7","Dist27","Rural","0-14","Male","Secondary",0,0,34862,"Prov7_Rural","Prov7_Rural_4",94.777534377427
1914,"Prov4","Dist24","Urban","25-44","Male","Primary",1,1,71949,"Prov4_Urban","Prov4_Urban_10",125.766945545763
1915,"Prov10","Dist23","Urban","45-64","Female","None",1,1,67211,"Prov10_Urban","Prov10_Urban_1",95.3933680941479
1916,"Prov1","Dist1","Urban","65+","Female","Primary",1,1,121157,"Prov1_Urban","Prov1_Urban_9",103.035300315577
1917,"Prov6","Dist21","Urban","0-14","Male","Secondary",1,1,74675,"Prov6_Urban","Prov6_Urban_19",106.840376940182
1918,"Prov3","Dist21","Urban","25-44","Male","Primary",0,1,67299,"Prov3_Urban","Prov3_Urban_5",95.0637042351494
1919,"Prov5","Dist20","Rural","15-24","Male","None",0,0,15929,"Prov5_Rural","Prov5_Rural_10",110.289452423252
1920,"Prov5","Dist11","Rural","15-24","Female","Tertiary",1,0,26978,"Prov5_Rural","Prov5_Rural_18",110.289452423252
1921,"Prov8","Dist4","Rural","65+","Female","Primary",0,0,22736,"Prov8_Rural","Prov8_Rural_18",98.3084531593788
1922,"Prov10","Dist23","Urban","65+","Female","Tertiary",0,1,67542,"Prov10_Urban","Prov10_Urban_17",95.3933680941479
1923,"Prov10","Dist11","Rural","25-44","Female","Secondary",1,0,101984,"Prov10_Rural","Prov10_Rural_17",93.3899526908694
1924,"Prov5","Dist26","Urban","25-44","Male","Secondary",1,1,63640,"Prov5_Urban","Prov5_Urban_2",114.42922458093
1925,"Prov2","Dist26","Rural","25-44","Female","Secondary",0,0,52418,"Prov2_Rural","Prov2_Rural_15",104.857453934119
1926,"Prov4","Dist3","Rural","45-64","Male","Primary",0,0,66324,"Prov4_Rural","Prov4_Rural_19",95.2025594827289
1927,"Prov9","Dist18","Urban","0-14","Male","Secondary",0,1,40942,"Prov9_Urban","Prov9_Urban_18",80.6751578884808
1928,"Prov10","Dist30","Rural","15-24","Male","Tertiary",1,0,163820,"Prov10_Rural","Prov10_Rural_3",93.3899526908694
1929,"Prov4","Dist21","Rural","15-24","Male","Secondary",0,1,17382,"Prov4_Rural","Prov4_Rural_17",95.2025594827289
1930,"Prov1","Dist15","Rural","45-64","Male","Secondary",0,0,62602,"Prov1_Rural","Prov1_Rural_9",139.103490345743
1931,"Prov4","Dist19","Rural","15-24","Male","Primary",0,0,15942,"Prov4_Rural","Prov4_Rural_7",95.2025594827289
1932,"Prov9","Dist6","Rural","65+","Male","Secondary",1,1,33491,"Prov9_Rural","Prov9_Rural_2",102.574445888518
1933,"Prov6","Dist22","Rural","0-14","Female","Primary",0,0,17655,"Prov6_Rural","Prov6_Rural_16",115.536655419542
1934,"Prov6","Dist13","Urban","0-14","Male","Tertiary",1,1,55694,"Prov6_Urban","Prov6_Urban_7",106.840376940182
1935,"Prov1","Dist28","Rural","25-44","Male","Tertiary",0,0,112109,"Prov1_Rural","Prov1_Rural_9",139.103490345743
1936,"Prov3","Dist13","Urban","25-44","Male","Tertiary",1,0,89451,"Prov3_Urban","Prov3_Urban_11",95.0637042351494
