"respondent_id","age","urban_rural","education","mode","satisfaction","income_reported","responded","mode_weight"
1168,23,"Rural","Medium","Face-to-face",8.2,25459,1,1.30944625407166
1169,46,"Rural","Low","Web",7.4,66784,1,2.92361111111111
1170,36,"Rural","Low","Web",6.4,23455,0,2.92361111111111
1171,78,"Urban","Medium","Face-to-face",6.9,43032,1,1.30944625407166
1172,71,"Urban","High","Web",6.8,37160,0,2.92361111111111
1173,31,"Urban","High","Web",7.9,35443,0,2.92361111111111
1174,23,"Rural","Medium","Face-to-face",9.4,30647,1,1.30944625407166
1175,75,"Urban","Medium","Phone",6.1,51865,1,1.79284369114878
1176,63,"Urban","Medium","Web",6.6,61828,1,2.92361111111111
1177,46,"Urban","Medium","Web",6.5,28949,0,2.92361111111111
1178,39,"Urban","Medium","Phone",6.3,13995,0,1.79284369114878
1179,49,"Rural","Low","Phone",7.3,17533,1,1.79284369114878
1180,48,"Rural","Medium","Face-to-face",7.9,43553,0,1.30944625407166
1181,22,"Urban","Medium","Web",6.1,28358,1,2.92361111111111
1182,51,"Rural","High","Face-to-face",9,55758,1,1.30944625407166
1183,40,"Rural","High","Face-to-face",8.2,28817,1,1.30944625407166
1184,53,"Rural","Medium","Web",6.4,14029,1,2.92361111111111
1185,70,"Rural","Low","Face-to-face",7.5,15638,0,1.30944625407166
1186,68,"Urban","Medium","Face-to-face",8.5,31997,1,1.30944625407166
1187,26,"Rural","Medium","Face-to-face",7,65433,1,1.30944625407166
1188,47,"Urban","High","Web",6.2,85219,0,2.92361111111111
1189,77,"Urban","High","Face-to-face",7.8,21601,1,1.30944625407166
1190,24,"Rural","Medium","Phone",7.3,46866,1,1.79284369114878
1191,67,"Rural","Medium","Phone",6.9,41564,1,1.79284369114878
1192,44,"Rural","High","Web",5.2,39506,1,2.92361111111111
1193,52,"Rural","Low","Face-to-face",7.7,21788,1,1.30944625407166
1194,65,"Urban","High","Phone",6.6,16905,1,1.79284369114878
1195,74,"Urban","Medium","Face-to-face",9.6,68152,1,1.30944625407166
1196,56,"Rural","Medium","Phone",5.9,21492,0,1.79284369114878
1197,25,"Rural","High","Web",7.2,40819,0,2.92361111111111
1198,68,"Rural","Medium","Face-to-face",6.2,55844,0,1.30944625407166
1199,72,"Urban","Medium","Phone",7.9,13639,1,1.79284369114878
1200,74,"Urban","Medium","Phone",5.3,26972,1,1.79284369114878
1201,59,"Rural","Low","Face-to-face",7.9,96979,1,1.30944625407166
1202,39,"Rural","Medium","Web",7.7,62340,1,2.92361111111111
1203,18,"Rural","Medium","Phone",6.6,48347,0,1.79284369114878
1204,37,"Rural","High","Web",6.6,57139,0,2.92361111111111
1205,19,"Rural","Low","Face-to-face",10,26737,1,1.30944625407166
1206,19,"Rural","Medium","Phone",7,64050,1,1.79284369114878
1207,42,"Rural","Medium","Face-to-face",7.9,25038,1,1.30944625407166
1208,52,"Rural","Medium","Face-to-face",8.6,32030,0,1.30944625407166
1209,74,"Urban","Medium","Phone",9.3,26837,0,1.79284369114878
1210,29,"Urban","High","Web",6.8,89075,1,2.92361111111111
1211,68,"Rural","Medium","Face-to-face",9,58705,1,1.30944625407166
1212,26,"Urban","High","Web",7,50691,1,2.92361111111111
1213,53,"Rural","Medium","Phone",7.1,28723,1,1.79284369114878
1214,24,"Rural","Medium","Phone",8,38273,0,1.79284369114878
1215,66,"Rural","Medium","Phone",7,63717,1,1.79284369114878
1216,24,"Rural","Low","Face-to-face",6.7,58824,1,1.30944625407166
1217,79,"Rural","Low","Face-to-face",7.2,67036,0,1.30944625407166
1218,21,"Urban","Medium","Web",5.3,33546,0,2.92361111111111
1219,20,"Rural","Medium","Face-to-face",7.9,36340,1,1.30944625407166
1220,58,"Urban","Low","Web",7.3,49391,1,2.92361111111111
1221,67,"Urban","Medium","Phone",7.2,52989,1,1.79284369114878
1222,70,"Rural","Low","Face-to-face",8,49187,1,1.30944625407166
1223,73,"Urban","Medium","Phone",7.3,62955,1,1.79284369114878
1224,79,"Urban","Medium","Phone",7,39053,0,1.79284369114878
1225,79,"Urban","Medium","Web",6.4,62150,0,2.92361111111111
1226,55,"Rural","Low","Phone",6.8,30207,0,1.79284369114878
1227,69,"Rural","Medium","Phone",5.9,38143,0,1.79284369114878
1228,59,"Rural","Medium","Face-to-face",8.7,35203,1,1.30944625407166
1229,73,"Rural","High","Face-to-face",6.2,71499,0,1.30944625407166
1230,74,"Urban","Low","Phone",7.9,35504,0,1.79284369114878
1231,62,"Urban","Medium","Phone",5.8,14009,1,1.79284369114878
1232,23,"Urban","Low","Web",6,45043,1,2.92361111111111
1233,51,"Urban","Low","Web",6,36837,1,2.92361111111111
1234,27,"Urban","Medium","Phone",6.7,45222,0,1.79284369114878
1235,49,"Urban","Medium","Phone",7,21613,1,1.79284369114878
1236,77,"Urban","Low","Face-to-face",8.2,30615,1,1.30944625407166
1237,75,"Rural","High","Phone",6.7,34627,1,1.79284369114878
1238,34,"Urban","Medium","Phone",5.8,100762,1,1.79284369114878
1239,59,"Urban","High","Web",5.9,43250,1,2.92361111111111
1240,74,"Rural","Medium","Face-to-face",8.4,33521,1,1.30944625407166
1241,36,"Urban","High","Phone",6.5,94772,1,1.79284369114878
1242,46,"Urban","Low","Web",6,35783,1,2.92361111111111
1243,38,"Urban","Low","Web",6.9,33634,1,2.92361111111111
1244,21,"Rural","Low","Face-to-face",9.3,28785,0,1.30944625407166
1245,28,"Urban","Medium","Web",4.6,30898,1,2.92361111111111
1246,78,"Urban","Low","Face-to-face",7.6,123068,1,1.30944625407166
1247,59,"Rural","High","Face-to-face",6.8,19017,1,1.30944625407166
1248,75,"Rural","Low","Phone",7.5,34315,1,1.79284369114878
1249,45,"Urban","Medium","Phone",6.3,49068,0,1.79284369114878
1250,59,"Urban","Medium","Phone",7.5,35923,0,1.79284369114878
1251,29,"Urban","Medium","Web",6.4,47316,0,2.92361111111111
1252,75,"Rural","Low","Face-to-face",8.4,26169,0,1.30944625407166
1253,77,"Urban","Low","Web",6.5,34001,0,2.92361111111111
1254,52,"Rural","Medium","Face-to-face",6.1,54027,1,1.30944625407166
1255,31,"Rural","Medium","Face-to-face",7.3,17308,1,1.30944625407166
1256,32,"Urban","Medium","Web",7.4,65222,0,2.92361111111111
1257,77,"Rural","High","Phone",6,22622,1,1.79284369114878
1258,22,"Urban","Medium","Phone",6.7,94189,1,1.79284369114878
1259,73,"Rural","Medium","Face-to-face",7.1,34702,1,1.30944625407166
1260,44,"Rural","Low","Face-to-face",8.8,17485,1,1.30944625407166
1261,44,"Rural","Medium","Face-to-face",8.7,75213,1,1.30944625407166
1262,21,"Rural","High","Web",5.4,37622,1,2.92361111111111
1263,43,"Urban","Medium","Web",8.3,44760,0,2.92361111111111
1264,26,"Rural","Medium","Face-to-face",8.4,34040,1,1.30944625407166
1265,49,"Urban","Medium","Phone",7.4,18061,0,1.79284369114878
1266,19,"Rural","Low","Face-to-face",7.4,25011,1,1.30944625407166
1267,64,"Urban","Medium","Face-to-face",7.4,38014,1,1.30944625407166
1268,62,"Urban","Medium","Phone",6.2,42404,1,1.79284369114878
1269,23,"Rural","Medium","Face-to-face",8,40989,1,1.30944625407166
1270,73,"Rural","Medium","Phone",5.7,17879,0,1.79284369114878
1271,78,"Urban","Medium","Phone",4.8,50258,1,1.79284369114878
1272,25,"Rural","Medium","Web",6.2,56378,0,2.92361111111111
1273,72,"Rural","Medium","Face-to-face",7.8,26290,1,1.30944625407166
1274,68,"Rural","Medium","Phone",7.1,21004,0,1.79284369114878
1275,69,"Urban","Medium","Phone",8,30212,1,1.79284369114878
1276,60,"Urban","Medium","Phone",6.6,48695,0,1.79284369114878
1277,35,"Urban","High","Web",6.8,23130,1,2.92361111111111
1278,51,"Urban","Low","Web",5.6,34064,0,2.92361111111111
1279,20,"Rural","High","Phone",7.7,66018,0,1.79284369114878
1280,28,"Rural","Low","Web",7.6,54294,0,2.92361111111111
1281,33,"Rural","Medium","Phone",6.9,52806,1,1.79284369114878
1282,29,"Urban","Low","Web",6.2,71582,0,2.92361111111111
1283,69,"Rural","Low","Phone",8.5,44144,0,1.79284369114878
1284,53,"Urban","Low","Phone",7.9,28974,0,1.79284369114878
1285,51,"Urban","High","Web",7,24222,0,2.92361111111111
1286,55,"Rural","Low","Face-to-face",7.9,32246,1,1.30944625407166
1287,27,"Rural","Low","Face-to-face",6.4,14619,1,1.30944625407166
1288,37,"Rural","Low","Face-to-face",8.8,176056,0,1.30944625407166
1289,58,"Urban","High","Web",7.2,154638,0,2.92361111111111
1290,45,"Urban","Medium","Web",7.5,40844,0,2.92361111111111
1291,51,"Rural","Low","Web",7.2,43045,0,2.92361111111111
1292,80,"Urban","High","Web",7.4,40003,1,2.92361111111111
1293,79,"Rural","Medium","Phone",9.4,55761,1,1.79284369114878
1294,28,"Urban","Medium","Web",7.2,60366,0,2.92361111111111
1295,53,"Urban","Low","Phone",7.4,41716,1,1.79284369114878
1296,27,"Rural","Medium","Phone",6.9,48903,1,1.79284369114878
1297,34,"Rural","Medium","Face-to-face",8.2,26208,1,1.30944625407166
1298,78,"Urban","Medium","Phone",7.5,50256,0,1.79284369114878
1299,59,"Rural","Medium","Web",4.1,48609,0,2.92361111111111
1300,47,"Urban","Low","Web",5.7,95666,0,2.92361111111111
1301,50,"Urban","Medium","Face-to-face",6.9,20642,1,1.30944625407166
1302,32,"Urban","Low","Phone",5.4,13356,1,1.79284369114878
1303,45,"Urban","Low","Phone",7.6,29238,0,1.79284369114878
1304,34,"Urban","Medium","Web",6.3,63094,0,2.92361111111111
1305,23,"Rural","Medium","Web",5.5,38999,1,2.92361111111111
1306,73,"Urban","Medium","Web",6.9,30759,0,2.92361111111111
1307,46,"Urban","Low","Face-to-face",8.9,16360,0,1.30944625407166
1308,32,"Urban","Medium","Web",6.8,69450,1,2.92361111111111
1309,45,"Urban","Medium","Web",6,79898,0,2.92361111111111
1310,80,"Rural","Medium","Face-to-face",8.3,58463,1,1.30944625407166
1311,29,"Urban","Medium","Phone",6.3,45042,1,1.79284369114878
1312,68,"Urban","Low","Phone",7,52915,0,1.79284369114878
1313,48,"Urban","Low","Phone",8.2,21428,0,1.79284369114878
1314,25,"Urban","Medium","Web",6.1,78883,1,2.92361111111111
1315,38,"Rural","Low","Face-to-face",7,18741,1,1.30944625407166
1316,72,"Urban","Medium","Face-to-face",8.7,51105,1,1.30944625407166
1317,66,"Rural","Low","Face-to-face",8.2,42804,1,1.30944625407166
1318,54,"Urban","High","Web",6.5,17743,0,2.92361111111111
1319,31,"Urban","High","Phone",8.7,56027,0,1.79284369114878
1320,74,"Rural","Medium","Face-to-face",7.9,26360,1,1.30944625407166
1321,21,"Urban","Medium","Web",7.8,59974,0,2.92361111111111
1322,70,"Rural","High","Phone",7.2,61607,1,1.79284369114878
1323,47,"Rural","Medium","Face-to-face",8.8,19798,1,1.30944625407166
1324,44,"Urban","Medium","Phone",6.6,32277,0,1.79284369114878
1325,51,"Rural","High","Web",6.6,19257,1,2.92361111111111
1326,56,"Rural","Medium","Phone",6.9,68865,0,1.79284369114878
1327,32,"Urban","Medium","Web",6.8,75987,0,2.92361111111111
1328,79,"Urban","Medium","Phone",6.4,48165,1,1.79284369114878
1329,42,"Urban","High","Web",7.2,75514,0,2.92361111111111
1330,47,"Urban","High","Phone",7.5,25719,1,1.79284369114878
1331,69,"Urban","Low","Phone",7.4,65123,1,1.79284369114878
1332,57,"Rural","Medium","Face-to-face",7.9,18822,1,1.30944625407166
1333,20,"Rural","Medium","Phone",5.3,42992,1,1.79284369114878
1334,77,"Urban","Low","Phone",7.6,43514,0,1.79284369114878
1335,80,"Rural","Medium","Face-to-face",8,26275,0,1.30944625407166
1336,34,"Urban","Low","Phone",7.3,75155,1,1.79284369114878
1337,60,"Urban","Medium","Web",6.9,20073,0,2.92361111111111
1338,65,"Rural","Medium","Face-to-face",7.4,33100,1,1.30944625407166
1339,73,"Urban","Low","Face-to-face",8.9,53632,1,1.30944625407166
1340,37,"Rural","Medium","Phone",6.4,38432,1,1.79284369114878
1341,57,"Rural","Medium","Face-to-face",9,15861,1,1.30944625407166
1342,75,"Rural","High","Phone",4.9,42907,1,1.79284369114878
1343,21,"Urban","Medium","Phone",7.3,45940,1,1.79284369114878
1344,75,"Rural","Medium","Face-to-face",8.5,20517,1,1.30944625407166
1345,25,"Urban","High","Web",5.6,40534,1,2.92361111111111
1346,52,"Urban","Medium","Phone",6.2,23604,1,1.79284369114878
1347,58,"Urban","Low","Web",7,21752,0,2.92361111111111
1348,65,"Rural","High","Face-to-face",5.4,49585,1,1.30944625407166
1349,62,"Rural","High","Face-to-face",8.4,26158,1,1.30944625407166
1350,45,"Rural","Low","Phone",8.5,50757,0,1.79284369114878
1351,28,"Rural","Low","Face-to-face",8.3,52583,1,1.30944625407166
1352,33,"Urban","Medium","Web",6.7,70423,0,2.92361111111111
1353,58,"Rural","Low","Phone",6.5,33985,1,1.79284369114878
1354,39,"Rural","Low","Phone",7.3,49062,0,1.79284369114878
1355,39,"Urban","Medium","Phone",6.5,21994,0,1.79284369114878
1356,47,"Urban","Medium","Web",5.7,30540,0,2.92361111111111
1357,22,"Urban","Medium","Phone",5.7,34690,0,1.79284369114878
1358,72,"Rural","Medium","Phone",6.9,91867,0,1.79284369114878
1359,64,"Rural","High","Face-to-face",7.8,31330,1,1.30944625407166
1360,65,"Urban","Low","Face-to-face",6.7,44122,1,1.30944625407166
1361,78,"Urban","Medium","Face-to-face",8.9,16095,0,1.30944625407166
1362,63,"Rural","Medium","Face-to-face",7.8,31952,1,1.30944625407166
1363,45,"Rural","High","Phone",7.5,64719,1,1.79284369114878
1364,61,"Rural","Medium","Face-to-face",7.3,46452,1,1.30944625407166
1365,75,"Rural","High","Phone",6,72231,0,1.79284369114878
1366,45,"Rural","Medium","Phone",7.8,50540,0,1.79284369114878
1367,62,"Urban","Low","Phone",6.1,31277,0,1.79284369114878
1368,63,"Rural","High","Face-to-face",8.9,42620,1,1.30944625407166
1369,72,"Urban","Low","Face-to-face",9.9,73552,1,1.30944625407166
1370,66,"Urban","Low","Phone",8.4,125331,1,1.79284369114878
1371,54,"Rural","Medium","Phone",6,35569,0,1.79284369114878
1372,65,"Rural","Medium","Face-to-face",7.6,23265,1,1.30944625407166
1373,41,"Rural","Medium","Phone",6.7,33875,1,1.79284369114878
1374,71,"Rural","Medium","Face-to-face",7.8,44837,1,1.30944625407166
1375,71,"Rural","Medium","Face-to-face",8.4,33992,1,1.30944625407166
1376,77,"Rural","High","Phone",7.5,17712,1,1.79284369114878
1377,66,"Rural","Medium","Face-to-face",7.9,27909,1,1.30944625407166
1378,37,"Urban","Medium","Web",5.3,71897,1,2.92361111111111
1379,32,"Urban","Low","Web",6.8,18466,0,2.92361111111111
1380,75,"Urban","Low","Phone",7.7,57778,1,1.79284369114878
1381,68,"Urban","High","Web",7,34806,0,2.92361111111111
1382,28,"Rural","Medium","Face-to-face",8.2,20978,1,1.30944625407166
1383,26,"Urban","High","Phone",7,29766,0,1.79284369114878
1384,65,"Rural","Medium","Face-to-face",8.1,48476,1,1.30944625407166
1385,49,"Urban","Low","Web",7,55493,1,2.92361111111111
1386,40,"Rural","Medium","Phone",7,45204,0,1.79284369114878
1387,56,"Urban","Low","Phone",6.7,36183,0,1.79284369114878
1388,65,"Rural","High","Face-to-face",8.6,28228,1,1.30944625407166
1389,26,"Rural","High","Face-to-face",6.4,22212,0,1.30944625407166
1390,21,"Urban","Medium","Face-to-face",7.7,47682,0,1.30944625407166
1391,61,"Rural","Medium","Phone",6.9,22563,1,1.79284369114878
1392,78,"Urban","Low","Phone",6.2,61357,1,1.79284369114878
1393,41,"Rural","Medium","Face-to-face",8.6,39169,1,1.30944625407166
1394,71,"Rural","Low","Face-to-face",5.5,25523,1,1.30944625407166
1395,71,"Rural","Medium","Face-to-face",7.2,32753,1,1.30944625407166
1396,39,"Rural","Medium","Face-to-face",6.7,34726,1,1.30944625407166
1397,28,"Urban","Low","Web",6.2,32926,0,2.92361111111111
1398,61,"Rural","Medium","Face-to-face",7.8,58286,1,1.30944625407166
1399,65,"Rural","Medium","Face-to-face",6.7,35315,1,1.30944625407166
1400,33,"Rural","Medium","Phone",8.3,26962,0,1.79284369114878
1401,48,"Rural","High","Phone",7.2,61463,0,1.79284369114878
1402,52,"Rural","Medium","Web",5.4,48156,0,2.92361111111111
1403,56,"Rural","Low","Phone",7.1,37729,1,1.79284369114878
1404,40,"Rural","Low","Face-to-face",6.8,71339,1,1.30944625407166
1405,35,"Rural","Low","Face-to-face",7.6,34703,1,1.30944625407166
1406,76,"Rural","Medium","Face-to-face",6.7,45180,1,1.30944625407166
1407,26,"Urban","Low","Web",5.8,65496,0,2.92361111111111
1408,65,"Rural","Medium","Phone",7.3,58020,1,1.79284369114878
1409,60,"Rural","Medium","Web",6,76305,0,2.92361111111111
1410,61,"Urban","Low","Phone",7.2,29789,0,1.79284369114878
1411,34,"Rural","Medium","Face-to-face",8.1,29702,0,1.30944625407166
1412,60,"Urban","Low","Phone",5.3,24860,0,1.79284369114878
1413,67,"Rural","Medium","Face-to-face",8.7,60725,1,1.30944625407166
1414,62,"Urban","Medium","Phone",7.3,36132,0,1.79284369114878
1415,35,"Rural","Medium","Web",6.9,68766,1,2.92361111111111
1416,47,"Urban","Medium","Web",8.3,32276,0,2.92361111111111
1417,61,"Rural","Low","Face-to-face",8.7,42164,1,1.30944625407166
1418,24,"Urban","Low","Web",7.3,55564,0,2.92361111111111
1419,79,"Rural","Low","Face-to-face",9,29025,1,1.30944625407166
1420,51,"Rural","High","Phone",7.4,11770,0,1.79284369114878
1421,18,"Rural","Low","Phone",6.7,77240,1,1.79284369114878
1422,50,"Urban","Medium","Face-to-face",10.2,32884,0,1.30944625407166
1423,61,"Urban","Medium","Face-to-face",7.9,27557,0,1.30944625407166
1424,36,"Rural","High","Face-to-face",9.7,24850,1,1.30944625407166
1425,30,"Urban","Low","Phone",4.6,35545,1,1.79284369114878
1426,59,"Rural","Low","Face-to-face",6.7,9222,0,1.30944625407166
1427,80,"Rural","Medium","Face-to-face",6.5,54457,0,1.30944625407166
1428,40,"Rural","High","Web",6.2,30407,1,2.92361111111111
1429,53,"Urban","High","Phone",7.4,12728,0,1.79284369114878
1430,76,"Rural","Medium","Phone",5.9,80342,0,1.79284369114878
1431,27,"Rural","Low","Face-to-face",6.3,52238,1,1.30944625407166
1432,41,"Urban","Medium","Web",4.4,30896,1,2.92361111111111
1433,66,"Rural","Medium","Face-to-face",8.1,44435,1,1.30944625407166
1434,30,"Rural","Medium","Face-to-face",7.2,12435,0,1.30944625407166
1435,46,"Urban","Medium","Web",5.2,26613,0,2.92361111111111
1436,34,"Urban","High","Phone",6.7,42237,1,1.79284369114878
1437,37,"Rural","High","Face-to-face",6.6,55265,1,1.30944625407166
1438,27,"Rural","Low","Face-to-face",8.5,48243,1,1.30944625407166
1439,21,"Rural","High","Face-to-face",9.1,27892,1,1.30944625407166
1440,66,"Urban","Medium","Face-to-face",7.4,54495,1,1.30944625407166
1441,71,"Rural","Medium","Face-to-face",9.2,16482,1,1.30944625407166
1442,52,"Rural","High","Web",7.6,44395,1,2.92361111111111
1443,49,"Rural","Low","Face-to-face",7.9,37283,1,1.30944625407166
1444,53,"Rural","Low","Face-to-face",10.1,40472,1,1.30944625407166
1445,32,"Rural","Low","Phone",8.6,79466,0,1.79284369114878
1446,73,"Urban","Low","Web",6.6,31742,1,2.92361111111111
1447,40,"Rural","Medium","Phone",7.9,23177,1,1.79284369114878
1448,67,"Urban","Medium","Phone",5.9,47479,1,1.79284369114878
1449,46,"Urban","Low","Face-to-face",8.9,91486,0,1.30944625407166
1450,22,"Rural","Medium","Phone",6.1,30669,0,1.79284369114878
1451,31,"Urban","Medium","Web",5.7,15613,0,2.92361111111111
1452,71,"Urban","Low","Face-to-face",8,55544,1,1.30944625407166
1453,69,"Urban","Medium","Phone",7,40284,1,1.79284369114878
1454,59,"Urban","High","Phone",7.1,55042,1,1.79284369114878
1455,56,"Urban","Low","Phone",8.8,53093,1,1.79284369114878
1456,40,"Rural","High","Phone",5.5,59584,1,1.79284369114878
1457,19,"Urban","Medium","Web",7,50992,0,2.92361111111111
1458,35,"Rural","Medium","Face-to-face",6.3,36037,1,1.30944625407166
1459,64,"Rural","High","Face-to-face",7.3,17640,0,1.30944625407166
1460,75,"Urban","Low","Phone",7.2,55675,0,1.79284369114878
1461,52,"Rural","Medium","Phone",8.6,27913,1,1.79284369114878
1462,45,"Urban","Medium","Phone",7.2,81152,1,1.79284369114878
1463,72,"Rural","Medium","Face-to-face",6.8,33100,1,1.30944625407166
1464,43,"Rural","Medium","Phone",6.6,44983,1,1.79284369114878
1465,59,"Urban","Low","Web",7.4,40751,0,2.92361111111111
1466,80,"Urban","Medium","Face-to-face",6.4,45358,1,1.30944625407166
1467,53,"Urban","Low","Web",6.6,39404,0,2.92361111111111
1468,62,"Rural","High","Face-to-face",7.6,32541,1,1.30944625407166
1469,25,"Rural","Medium","Phone",10,97340,1,1.79284369114878
1470,76,"Urban","Medium","Phone",7.4,59990,1,1.79284369114878
1471,19,"Urban","Medium","Web",6.1,59223,1,2.92361111111111
1472,45,"Urban","High","Web",6.5,12790,0,2.92361111111111
1473,79,"Urban","Medium","Face-to-face",5.5,27899,0,1.30944625407166
1474,28,"Urban","Low","Web",6.3,57571,1,2.92361111111111
1475,71,"Urban","Medium","Web",5.1,62186,0,2.92361111111111
1476,33,"Rural","High","Phone",6.3,28139,1,1.79284369114878
1477,35,"Rural","Medium","Face-to-face",9.7,37039,1,1.30944625407166
1478,70,"Rural","Medium","Face-to-face",9.2,43906,1,1.30944625407166
1479,54,"Rural","Low","Face-to-face",8,35574,0,1.30944625407166
1480,46,"Rural","Low","Face-to-face",6,31244,0,1.30944625407166
1481,56,"Urban","High","Web",6.1,35237,1,2.92361111111111
1482,22,"Rural","Medium","Face-to-face",7.9,48574,1,1.30944625407166
1483,45,"Urban","High","Web",5.5,22133,0,2.92361111111111
