"id","province","area","psu_id","income","household_size","has_electricity","employment_status","education_years","dwelling_type","water_access","internet_access","health_insurance","chronic_illness","known_pop_province","known_pop_area","stratum","psu_size"
2112,"KZN","Urban",99,36195.2,4,1,"Unemployed",10,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",45
2113,"Limpopo","Urban",64,380935.8,5,1,"Not in Labor Force",13,"Formal","Public_Tap",0,0,1,5800000,24500000,"Limpopo_Urban",64
2114,"Gauteng","Rural",94,16322.4,4,0,"Employed",11,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",52
2115,"Gauteng","Rural",73,25160.4,2,1,"Employed",11,"Formal","Public_Tap",0,1,0,15800000,13300000,"Gauteng_Rural",44
2116,"KZN","Urban",200,16731.2,8,1,"Employed",13,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",52
2117,"Limpopo","Urban",120,75976.6,3,1,"Employed",8,"Formal","Piped",0,1,1,5800000,24500000,"Limpopo_Urban",52
2118,"Gauteng","Rural",37,51462,5,0,"Employed",7,"Formal","Public_Tap",1,1,1,15800000,13300000,"Gauteng_Rural",53
2119,"Limpopo","Rural",165,21888,4,1,"Employed",15,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",53
2120,"Gauteng","Rural",179,15213.6,5,0,"Unemployed",11,"Traditional","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",62
2121,"KZN","Rural",168,363053,3,0,"Not in Labor Force",5,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",61
2122,"Gauteng","Urban",131,27163.8,4,1,"Not in Labor Force",11,"Informal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",54
2123,"KZN","Urban",111,38344,6,1,"Employed",13,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",45
2124,"Western Cape","Urban",20,203014,3,1,"Employed",12,"Formal","Piped",0,1,1,4700000,24500000,"Western Cape_Urban",53
2125,"Gauteng","Urban",84,85471.2,3,0,"Employed",7,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",57
2126,"Western Cape","Rural",102,4988.5,8,1,"Employed",6,"Informal","Public_Tap",1,1,0,4700000,13300000,"Western Cape_Rural",43
2127,"Gauteng","Rural",185,23455.2,4,1,"Employed",13,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",47
2128,"Western Cape","Rural",33,16282.2,10,1,"Not in Labor Force",4,"Informal","Public_Tap",0,0,0,4700000,13300000,"Western Cape_Rural",46
2129,"Gauteng","Urban",1,35406,4,1,"Not in Labor Force",12,"Formal","Piped",0,1,1,15800000,24500000,"Gauteng_Urban",41
2130,"KZN","Urban",82,94665.6,5,1,"Employed",10,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",51
2131,"Limpopo","Urban",133,6041,7,1,"Employed",13,"Formal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",49
2132,"Gauteng","Urban",40,10447.2,4,0,"Employed",12,"Informal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",52
2133,"Gauteng","Rural",166,778328.4,5,1,"Not in Labor Force",15,"Informal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",40
2134,"Western Cape","Urban",104,25714.2,3,1,"Not in Labor Force",13,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",53
2135,"KZN","Urban",27,41073.6,3,1,"Not in Labor Force",8,"Informal","Other",0,0,0,11500000,24500000,"KZN_Urban",52
2136,"KZN","Urban",103,28867.2,3,1,"Not in Labor Force",10,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",43
2137,"KZN","Urban",189,29777.6,4,0,"Not in Labor Force",8,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",51
2138,"Limpopo","Urban",89,279195,5,1,"Employed",8,"Traditional","Other",1,1,1,5800000,24500000,"Limpopo_Urban",68
2139,"Western Cape","Urban",96,31567.3,4,0,"Not in Labor Force",12,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",52
2140,"Gauteng","Urban",77,51435,4,1,"Employed",11,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",47
2141,"Gauteng","Urban",68,19467,5,1,"Employed",19,"Traditional","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",58
2142,"Gauteng","Urban",52,54293.4,8,1,"Not in Labor Force",11,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",73
2143,"Gauteng","Rural",40,18511.2,4,1,"Employed",10,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",52
2144,"KZN","Rural",121,4622,6,1,"Employed",11,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",46
2145,"Western Cape","Urban",176,73511.4,7,0,"Employed",10,"Informal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",59
2146,"Limpopo","Urban",169,186891.6,4,1,"Employed",8,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",46
2147,"Limpopo","Rural",6,29529.9,3,1,"Employed",9,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",48
2148,"Gauteng","Rural",181,13208.4,3,0,"Employed",13,"Formal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",43
2149,"Western Cape","Rural",21,12897.5,7,1,"Not in Labor Force",14,"Formal","Piped",1,0,1,4700000,13300000,"Western Cape_Rural",60
2150,"Western Cape","Urban",75,78961.6,4,1,"Employed",8,"Informal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",50
2151,"Limpopo","Urban",83,53856.6,6,1,"Not in Labor Force",10,"Traditional","Well",0,0,0,5800000,24500000,"Limpopo_Urban",59
2152,"KZN","Rural",140,26903,4,1,"Employed",11,"Traditional","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",54
2153,"KZN","Urban",157,18601.6,5,1,"Not in Labor Force",12,"Formal","Piped",0,0,1,11500000,24500000,"KZN_Urban",63
2154,"Western Cape","Urban",91,82546.9,2,0,"Employed",8,"Formal","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",49
2155,"KZN","Urban",36,3432,5,0,"Employed",4,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",45
2156,"Western Cape","Urban",130,3131.4,8,1,"Not in Labor Force",10,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",67
2157,"Limpopo","Rural",132,319294.8,5,0,"Not in Labor Force",8,"Formal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",67
2158,"KZN","Urban",26,8196.8,4,1,"Employed",15,"Informal","Piped",1,0,0,11500000,24500000,"KZN_Urban",43
2159,"Gauteng","Rural",91,23551.2,4,1,"Employed",8,"Formal","Piped",0,1,1,15800000,13300000,"Gauteng_Rural",49
2160,"Gauteng","Urban",170,42912,2,0,"Employed",8,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",52
2161,"Western Cape","Rural",116,5586.9,4,0,"Not in Labor Force",13,"Formal","Piped",0,0,1,4700000,13300000,"Western Cape_Rural",50
2162,"Limpopo","Urban",58,75126.8,3,1,"Employed",12,"Formal","Other",1,1,0,5800000,24500000,"Limpopo_Urban",45
2163,"KZN","Urban",76,3520,4,0,"Not in Labor Force",9,"Informal","Well",0,1,0,11500000,24500000,"KZN_Urban",42
2164,"Limpopo","Rural",89,18372.6,5,1,"Not in Labor Force",8,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",68
2165,"Limpopo","Rural",29,6866.1,9,0,"Not in Labor Force",11,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",50
2166,"Gauteng","Rural",10,14358,3,0,"Employed",10,"Informal","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",49
2167,"KZN","Urban",83,2470.4,6,0,"Unemployed",12,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",59
2168,"Gauteng","Urban",126,10983.6,4,0,"Employed",10,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",52
2169,"KZN","Urban",165,10611.2,6,0,"Not in Labor Force",9,"Informal","Other",0,0,1,11500000,24500000,"KZN_Urban",53
2170,"Gauteng","Urban",47,51755.4,1,1,"Employed",7,"Formal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",50
2171,"Western Cape","Urban",4,17360.4,4,0,"Not in Labor Force",5,"Informal","Piped",1,1,1,4700000,24500000,"Western Cape_Urban",46
2172,"KZN","Urban",162,11984,7,1,"Employed",8,"Informal","Piped",0,1,1,11500000,24500000,"KZN_Urban",41
2173,"Gauteng","Rural",25,29702.4,4,0,"Employed",15,"Traditional","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",43
2174,"Gauteng","Urban",22,6157.8,4,1,"Not in Labor Force",6,"Informal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",53
2175,"KZN","Rural",36,26744,5,1,"Employed",12,"Formal","Piped",1,1,0,11500000,13300000,"KZN_Rural",45
2176,"KZN","Rural",55,5842,5,1,"Not in Labor Force",11,"Formal","Public_Tap",0,1,0,11500000,13300000,"KZN_Rural",41
2177,"Western Cape","Urban",140,6106.4,6,1,"Employed",10,"Formal","Other",1,1,0,4700000,24500000,"Western Cape_Urban",54
2178,"Western Cape","Rural",54,27139.2,5,1,"Not in Labor Force",14,"Formal","Public_Tap",1,1,0,4700000,13300000,"Western Cape_Rural",51
2179,"KZN","Urban",49,7603.2,1,0,"Employed",9,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",51
2180,"Gauteng","Rural",49,115989.6,3,0,"Not in Labor Force",9,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",51
2181,"Gauteng","Urban",110,8965.8,3,1,"Not in Labor Force",8,"Informal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",60
2182,"Gauteng","Rural",176,77032.8,5,1,"Not in Labor Force",9,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",59
2183,"Western Cape","Urban",153,31769.6,7,1,"Not in Labor Force",18,"Formal","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",48
2184,"KZN","Urban",122,60750.4,5,0,"Not in Labor Force",13,"Formal","Public_Tap",1,1,1,11500000,24500000,"KZN_Urban",54
2185,"Gauteng","Rural",165,7530,3,1,"Not in Labor Force",11,"Traditional","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",53
2186,"KZN","Urban",119,132468.8,2,1,"Employed",8,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",38
2187,"KZN","Rural",90,42223,1,1,"Not in Labor Force",9,"Traditional","Public_Tap",1,1,1,11500000,13300000,"KZN_Rural",50
2188,"Limpopo","Rural",150,4773.6,3,1,"Not in Labor Force",10,"Formal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",53
2189,"Gauteng","Rural",185,26872.8,2,0,"Unemployed",7,"Informal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",47
2190,"Gauteng","Rural",153,7192.8,3,1,"Unemployed",13,"Informal","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",48
2191,"Gauteng","Rural",132,21356.4,7,0,"Employed",4,"Informal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",67
2192,"Gauteng","Rural",143,46434,7,1,"Not in Labor Force",12,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",60
2193,"Gauteng","Urban",163,65917.8,3,1,"Not in Labor Force",7,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",41
2194,"Limpopo","Urban",13,90930,5,1,"Employed",13,"Formal","Public_Tap",0,0,1,5800000,24500000,"Limpopo_Urban",50
2195,"Gauteng","Urban",96,8384.4,6,1,"Not in Labor Force",9,"Informal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",52
2196,"KZN","Urban",137,11102.4,1,1,"Not in Labor Force",10,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",61
2197,"KZN","Rural",100,99572,4,1,"Not in Labor Force",4,"Formal","Well",0,0,0,11500000,13300000,"KZN_Rural",60
2198,"Limpopo","Urban",190,3473.4,4,1,"Employed",6,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",37
2199,"Gauteng","Rural",156,18315.6,2,1,"Employed",11,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",53
2200,"Gauteng","Rural",191,48295.2,3,1,"Employed",12,"Traditional","Piped",1,1,1,15800000,13300000,"Gauteng_Rural",46
2201,"Limpopo","Urban",41,54117,1,1,"Employed",7,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",46
2202,"KZN","Urban",66,9808,7,1,"Employed",10,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",47
2203,"KZN","Urban",47,17761.6,3,1,"Not in Labor Force",9,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",50
2204,"KZN","Rural",76,10486,6,1,"Employed",5,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",42
2205,"Gauteng","Urban",31,14592.6,4,0,"Not in Labor Force",7,"Formal","Other",1,0,0,15800000,24500000,"Gauteng_Urban",50
2206,"Western Cape","Urban",132,90657.6,4,1,"Not in Labor Force",8,"Formal","Other",0,0,0,4700000,24500000,"Western Cape_Urban",67
2207,"Gauteng","Urban",99,7750.8,5,1,"Unemployed",8,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",45
2208,"KZN","Urban",48,160955.2,5,1,"Employed",11,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",60
2209,"Gauteng","Urban",197,5742,5,1,"Employed",10,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",50
2210,"Western Cape","Rural",38,39788.1,1,0,"Employed",15,"Formal","Piped",0,1,0,4700000,13300000,"Western Cape_Rural",56
2211,"Western Cape","Urban",52,42144.7,7,1,"Not in Labor Force",12,"Formal","Well",0,1,0,4700000,24500000,"Western Cape_Urban",73
2212,"Western Cape","Rural",34,239977.1,5,1,"Employed",12,"Traditional","Public_Tap",1,0,0,4700000,13300000,"Western Cape_Rural",54
2213,"Western Cape","Urban",18,7306.6,4,1,"Employed",12,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",62
2214,"KZN","Urban",13,54411.2,3,0,"Not in Labor Force",7,"Informal","Other",0,1,0,11500000,24500000,"KZN_Urban",50
2215,"KZN","Rural",175,22603,5,1,"Not in Labor Force",9,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",35
2216,"Gauteng","Urban",53,366348.6,8,1,"Employed",9,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",50
2217,"KZN","Rural",104,328339,5,1,"Unemployed",8,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",53
2218,"KZN","Rural",85,1435600,3,1,"Not in Labor Force",11,"Formal","Well",1,1,0,11500000,13300000,"KZN_Rural",52
2219,"Gauteng","Urban",38,40354.2,7,1,"Employed",7,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",56
2220,"Western Cape","Rural",192,123347.4,6,0,"Employed",12,"Formal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",48
2221,"KZN","Urban",179,50987.2,4,1,"Employed",10,"Formal","Public_Tap",0,1,1,11500000,24500000,"KZN_Urban",62
2222,"Gauteng","Urban",96,660220.2,2,0,"Not in Labor Force",7,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",52
2223,"KZN","Rural",12,18529,2,1,"Unemployed",8,"Formal","Well",1,0,1,11500000,13300000,"KZN_Rural",50
2224,"Gauteng","Urban",89,38215.8,4,1,"Employed",5,"Formal","Piped",1,1,1,15800000,24500000,"Gauteng_Urban",68
2225,"Gauteng","Urban",15,147193.2,4,0,"Unemployed",13,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",42
2226,"KZN","Rural",148,30221,7,1,"Employed",8,"Formal","Piped",1,1,0,11500000,13300000,"KZN_Rural",59
2227,"Limpopo","Urban",176,60888.8,7,0,"Employed",10,"Formal","Well",0,0,0,5800000,24500000,"Limpopo_Urban",59
2228,"Western Cape","Rural",92,1567.5,3,1,"Not in Labor Force",12,"Formal","Piped",0,1,0,4700000,13300000,"Western Cape_Rural",53
2229,"Gauteng","Rural",18,1267.2,5,1,"Employed",9,"Formal","Other",1,1,0,15800000,13300000,"Gauteng_Rural",62
2230,"Gauteng","Rural",160,62438.4,3,0,"Employed",9,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",41
2231,"Gauteng","Urban",14,45160.2,7,1,"Unemployed",9,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",46
2232,"KZN","Urban",151,98904,6,1,"Not in Labor Force",19,"Traditional","Well",1,0,0,11500000,24500000,"KZN_Urban",42
2233,"Gauteng","Urban",91,2559117.6,3,1,"Employed",14,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",49
2234,"KZN","Rural",96,26978,4,1,"Not in Labor Force",9,"Formal","Public_Tap",1,1,0,11500000,13300000,"KZN_Rural",52
2235,"Western Cape","Urban",75,51442,4,1,"Unemployed",11,"Informal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",50
2236,"Western Cape","Urban",115,10823.9,4,1,"Employed",5,"Formal","Well",0,0,0,4700000,24500000,"Western Cape_Urban",68
2237,"Gauteng","Urban",35,45792,4,1,"Not in Labor Force",18,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",43
2238,"Gauteng","Urban",103,19425.6,2,1,"Not in Labor Force",10,"Informal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",43
2239,"KZN","Rural",142,105033,6,1,"Employed",7,"Traditional","Public_Tap",0,0,1,11500000,13300000,"KZN_Rural",49
2240,"KZN","Urban",167,9209.6,5,1,"Not in Labor Force",11,"Informal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",57
2241,"KZN","Rural",150,7064,4,0,"Employed",10,"Traditional","Piped",1,1,1,11500000,13300000,"KZN_Rural",53
2242,"Gauteng","Rural",175,146887.2,6,1,"Not in Labor Force",11,"Formal","Other",0,0,0,15800000,13300000,"Gauteng_Rural",35
2243,"KZN","Urban",82,2091.2,3,1,"Not in Labor Force",14,"Traditional","Other",1,1,0,11500000,24500000,"KZN_Urban",51
2244,"Limpopo","Urban",200,18215.4,5,1,"Unemployed",12,"Formal","Other",1,1,0,5800000,24500000,"Limpopo_Urban",52
2245,"KZN","Urban",48,28142.4,5,0,"Not in Labor Force",11,"Informal","Well",0,1,0,11500000,24500000,"KZN_Urban",60
2246,"KZN","Urban",170,22747.2,6,0,"Not in Labor Force",9,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",52
2247,"KZN","Urban",22,21793.6,4,1,"Employed",8,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",53
2248,"Limpopo","Rural",90,29109.6,7,0,"Employed",4,"Informal","Other",1,0,0,5800000,13300000,"Limpopo_Rural",50
2249,"Western Cape","Rural",3,31901.1,1,1,"Employed",10,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",54
2250,"Gauteng","Rural",194,18985.2,3,0,"Employed",12,"Formal","Other",0,0,0,15800000,13300000,"Gauteng_Rural",50
2251,"Limpopo","Urban",101,188872.6,3,1,"Employed",7,"Formal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",47
2252,"Gauteng","Urban",80,23092.2,6,1,"Employed",8,"Informal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",47
2253,"Limpopo","Rural",131,90630,4,1,"Employed",9,"Formal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",54
2254,"Limpopo","Rural",64,2104.2,6,0,"Unemployed",11,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",64
2255,"Gauteng","Rural",36,61800,3,1,"Not in Labor Force",15,"Informal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",45
2256,"Gauteng","Rural",39,3735.6,5,1,"Employed",8,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",57
2257,"Western Cape","Rural",117,41252.2,6,0,"Not in Labor Force",13,"Informal","Public_Tap",1,0,1,4700000,13300000,"Western Cape_Rural",47
2258,"Limpopo","Urban",135,32986.8,4,1,"Employed",13,"Formal","Other",0,0,0,5800000,24500000,"Limpopo_Urban",30
2259,"Gauteng","Urban",32,35326.8,4,0,"Employed",7,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",53
2260,"Limpopo","Rural",139,87095.7,4,1,"Employed",15,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",52
2261,"KZN","Rural",157,36443,5,0,"Employed",8,"Informal","Piped",0,0,0,11500000,13300000,"KZN_Rural",63
2262,"Western Cape","Rural",130,30214.8,3,1,"Not in Labor Force",8,"Formal","Piped",0,0,1,4700000,13300000,"Western Cape_Rural",67
2263,"KZN","Rural",196,38789,4,0,"Employed",10,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",47
2264,"Gauteng","Urban",37,9153,3,1,"Not in Labor Force",3,"Informal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",53
2265,"KZN","Rural",80,39462,4,1,"Not in Labor Force",14,"Informal","Piped",0,0,0,11500000,13300000,"KZN_Rural",47
2266,"KZN","Urban",91,49121.6,3,1,"Employed",7,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",49
2267,"Western Cape","Rural",68,10382.9,3,1,"Unemployed",7,"Formal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",58
2268,"Western Cape","Urban",93,110600.3,5,0,"Not in Labor Force",12,"Formal","Public_Tap",1,1,1,4700000,24500000,"Western Cape_Urban",55
2269,"Gauteng","Urban",187,31437,10,0,"Employed",8,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",43
2270,"Western Cape","Urban",123,42137.9,5,1,"Not in Labor Force",5,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",64
2271,"Western Cape","Rural",48,37604.6,7,1,"Employed",17,"Informal","Well",1,0,0,4700000,13300000,"Western Cape_Rural",60
2272,"Gauteng","Urban",2,403788.6,4,1,"Employed",14,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",45
2273,"KZN","Rural",27,22215,2,1,"Employed",13,"Traditional","Piped",0,0,0,11500000,13300000,"KZN_Rural",52
2274,"Limpopo","Rural",109,28049.4,6,0,"Employed",15,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",56
2275,"Gauteng","Rural",145,91827.6,4,0,"Employed",5,"Traditional","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",58
2276,"KZN","Rural",118,31012,2,1,"Not in Labor Force",9,"Formal","Public_Tap",1,1,0,11500000,13300000,"KZN_Rural",47
2277,"Limpopo","Urban",33,18684.4,7,1,"Not in Labor Force",9,"Formal","Well",1,1,0,5800000,24500000,"Limpopo_Urban",46
2278,"Western Cape","Urban",30,62291.4,5,1,"Employed",12,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",49
2279,"KZN","Urban",39,84843.2,5,0,"Not in Labor Force",5,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",57
2280,"Gauteng","Rural",93,1240.8,5,0,"Not in Labor Force",12,"Traditional","Other",1,0,0,15800000,13300000,"Gauteng_Rural",55
2281,"Gauteng","Urban",2,92304,9,1,"Employed",18,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",45
2282,"Western Cape","Rural",16,94960.8,7,0,"Employed",8,"Formal","Piped",1,1,0,4700000,13300000,"Western Cape_Rural",53
2283,"Gauteng","Urban",78,4327.2,6,1,"Not in Labor Force",11,"Traditional","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",56
2284,"KZN","Urban",164,46745.6,3,1,"Employed",12,"Formal","Piped",1,0,1,11500000,24500000,"KZN_Urban",45
2285,"KZN","Urban",185,150696,6,1,"Employed",7,"Informal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",47
2286,"Gauteng","Urban",175,140229,3,1,"Not in Labor Force",13,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",35
2287,"Western Cape","Urban",114,12710.9,3,1,"Employed",12,"Informal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",62
2288,"Limpopo","Urban",130,9118.2,7,1,"Employed",15,"Formal","Piped",0,1,1,5800000,24500000,"Limpopo_Urban",67
2289,"Gauteng","Urban",75,64998,3,1,"Not in Labor Force",13,"Informal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",50
2290,"Western Cape","Rural",174,3520,4,1,"Not in Labor Force",12,"Formal","Piped",0,1,0,4700000,13300000,"Western Cape_Rural",40
2291,"Gauteng","Urban",66,58447.8,5,0,"Not in Labor Force",10,"Traditional","Piped",0,1,1,15800000,24500000,"Gauteng_Urban",47
2292,"KZN","Urban",79,35257.6,2,1,"Unemployed",10,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",49
2293,"Western Cape","Urban",34,16289.4,3,1,"Not in Labor Force",14,"Formal","Public_Tap",0,1,1,4700000,24500000,"Western Cape_Urban",54
2294,"KZN","Urban",57,308377.6,2,0,"Employed",4,"Traditional","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",49
2295,"KZN","Urban",150,45566.4,7,0,"Not in Labor Force",10,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",53
2296,"KZN","Urban",42,193363.2,5,1,"Unemployed",11,"Informal","Public_Tap",1,1,1,11500000,24500000,"KZN_Urban",54
2297,"Gauteng","Urban",148,92154.6,6,1,"Not in Labor Force",13,"Formal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",59
2298,"Gauteng","Urban",50,34380,4,1,"Not in Labor Force",13,"Informal","Public_Tap",1,0,1,15800000,24500000,"Gauteng_Urban",46
